Print_Date,Emancipation_Date_Start,Site,Emancipation_Date_End,Breed,Species_,SpayNeutered,Stage_,Photo,Location_,Sort_By,Intake_Date_From,Review_Date_From,Intake_Date_To,Review_Date_To,Pre_Altered,Show_Photo,Video
"Wednesday, July 30, 2025",All,All,All,All,All,All,All,0,All,SubLocation - Alphabetical,All,All,All,All,N,No,All

Location_1,AVG_LOS,Distinct_Animals,AnimalNumber,AnimalName,AnimalType,PrimaryBreed,Age,Color,Declawed,PreAltered,IntakeType,Sex,Stage,Location,ARN,ChipNumber,Species,SecondaryBreed,DateOfBirth,ColorPattern,EmancipationDate,SpayedNeutered,IntakeDateTime,LOSInDays,StageChangeReason,SubLocation,AnimalWeight,Danger,DangerType,NumberOfPictures,Videos,HoldReason,HorForName,HoldStartDate,HoldPlacedBy,Total_Animals
  Adoptions Office (Jill's) #152,Avg. LOS: 8,2,A0058955724,G Pig 37,Other,GUINEA PIG,N/A,Brown/Tan/White,N,N,Owner/Guardian Surrender/Guardian Surrender - FIELD!,F,Hold - Doc,Adoptions Office (Jill's) #152,,,Rodent,GUINEA PIG,,Agouti/,,N,7/22/2025 11:25 AM,8.10,,Jill's Office #152,1.40 pound,No,,0,No,,,,,279
  Adoptions Office (Jill's) #152,Avg. LOS: 8,2,A0058955747,G Pig 42,Other,GUINEA PIG,N/A,Tan/Brown,N,N,Owner/Guardian Surrender/Guardian Surrender - FIELD!,F,Hold - Doc,Adoptions Office (Jill's) #152,,,Rodent,GUINEA PIG,,Tricolor/,,N,7/22/2025 11:25 AM,8.10,,Jill's Office #152,1.60 pound,No,,0,No,,,,,279
  Cat Adoption Condo Rooms,Avg. LOS: 66,8,A0058448688,Trivento,Cat,Domestic Longhair,2y 2m 23d,Black/,N,N,Seized/Signed Over,M,Hold - Behavior Mod.,Cat Adoption Condo Rooms,38,941010003767601,Cat,,5/7/2023 12:00:00 AM,,,Y,5/6/2025 7:00 PM,84.80,Evaluate for adoption LMW/81,Condo B,8.30 pound,No,,0,No,,,,,279
  Cat Adoption Condo Rooms,Avg. LOS: 66,8,A0058470388,DASHWOOD,Cat,Domestic Longhair,1y 2m 21d,Black/,N,N,Seized/Signed Over,F,Hold - Behavior Mod.,Cat Adoption Condo Rooms,,941010002697164,Cat,,5/9/2024 12:00:00 AM,,,Y,5/9/2025 3:32 PM,82.00,Evaluate for adoption LMW/81,Condo B,5.25 pound,No,,0,No,,,,,279
  Cat Adoption Condo Rooms,Avg. LOS: 66,8,A0058415888,PINTO,Cat,Domestic Shorthair,2y 2m 29d,Black/,N,N,Transfer In/Buffalo City Animal Shelter,F,Hold - Behavior Mod.,Cat Adoption Condo Rooms,,941010003668211,Cat,,5/1/2023 12:00:00 AM,,,Y,5/1/2025 2:04 PM,90.00,,Condo D,8.88 pound,No,,0,No,,,,,279
  Cat Adoption Condo Rooms,Avg. LOS: 66,8,A0058213029,Ham,Other,Rex,4m 1d,White/,N,N,Owner/Guardian Surrender/Born in Care,M,Hold - Surgery,Cat Adoption Condo Rooms,,,Rabbit,Mix,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:17 AM,122.20,weaned from mom rabbit,Rabbitat 1,4.40 pound,No,,0,No,,,,,279
  Cat Adoption Condo Rooms,Avg. LOS: 66,8,A0058213035,Jam,Other,Rex,4m 1d,White/,N,N,Owner/Guardian Surrender/Born in Care,M,Hold - Surgery,Cat Adoption Condo Rooms,,,Rabbit,Mix,3/29/2025 12:00:00 AM,,,N,3/30/2025 10:17 AM,122.20,weaned from mom rabbit,Rabbitat 1,3.90 pound,No,,0,No,,,,,279
  Cat Adoption Condo Rooms,Avg. LOS: 66,8,A0058955700,G Pig 31,Other,GUINEA PIG,N/A,Brown/Tan,N,N,Owner/Guardian Surrender/Guardian Surrender - FIELD!,F,Hold - Doc,Cat Adoption Condo Rooms,,,Rodent,GUINEA PIG,,Tricolor/,,Y,7/22/2025 11:25 AM,8.10,,Rabbitat 2,1.10 pound,No,,0,No,,,,,279
  Cat Adoption Condo Rooms,Avg. LOS: 66,8,A0058955706,G Pig 33,Other,GUINEA PIG,N/A,White/Black,N,N,Owner/Guardian Surrender/Guardian Surrender - FIELD!,F,Hold - Doc,Cat Adoption Condo Rooms,,,Rodent,GUINEA PIG,,,,Y,7/22/2025 11:25 AM,8.10,,Rabbitat 2,1.00 pound,No,,0,No,,,,,279
  Cat Adoption Condo Rooms,Avg. LOS: 66,8,A0058955726,G Pig 38,Other,GUINEA PIG,N/A,Brown/Tan/White,N,N,Owner/Guardian Surrender/Guardian Surrender - FIELD!,F,Hold - Doc,Cat Adoption Condo Rooms,,,Rodent,GUINEA PIG,,Agouti/,,Y,7/22/2025 11:25 AM,8.10,,Rabbitat 2,1.40 pound,No,,0,No,,,,,279
  Cat Adoption Room G,Avg. LOS: 12,7,A0058994418,TORTUGA,Cat,Domestic Longhair,6m 2d,Black/White,N,N,Seized/Eviction,M,Hold - Surgery,Cat Adoption Room G,,941010004167575,Cat,,1/28/2025 12:00:00 AM,,,N,7/28/2025 11:46 AM,2.10,,02,4.50 pound,No,,0,No,,,,,279
  Cat Adoption Room G,Avg. LOS: 12,7,A0058994556,MUSTIQUE,Cat,Domestic Shorthair,6m 2d,Black/White,N,N,Seized/Eviction,F,Hold - Surgery,Cat Adoption Room G,,941010004239789,Cat,,1/28/2025 12:00:00 AM,,,N,7/28/2025 11:46 AM,2.10,,02,4.50 pound,No,,0,No,,,,,279
  Cat Adoption Room G,Avg. LOS: 12,7,A0058994372,CAICOS,Cat,Domestic Shorthair,6m 2d,Black/White,N,N,Seized/Eviction,M,Hold - Surgery,Cat Adoption Room G,,941010004232888,Cat,,1/28/2025 12:00:00 AM,,,N,7/28/2025 11:46 AM,2.10,,03,6.00 pound,No,,0,No,,,,,279
  Cat Adoption Room G,Avg. LOS: 12,7,A0058928244,SQUEAKY,Cat,Domestic Shorthair,13y 10m 23d,Grey/,N,Y,Owner/Guardian Surrender/Guardian Surrender - FIELD!,F,Available - ITFF Medical,Cat Adoption Room G,,0A126B3D15,Cat,,9/7/2011 12:00:00 AM,,,Y,7/25/2025 11:17 AM,5.10,,04,12.00 pound,No,,0,No,,,,,279
  Cat Adoption Room G,Avg. LOS: 12,7,A0058994375,COZUMEL,Cat,Domestic Shorthair,5y 2d,Black/White,N,N,Seized/Eviction,M,Hold - Surgery,Cat Adoption Room G,,941010004179814,Cat,,7/28/2020 12:00:00 AM,,,N,7/28/2025 11:46 AM,2.10,,05,8.25 pound,No,,0,No,,,,,279
  Cat Adoption Room G,Avg. LOS: 12,7,A0058767736,CECILIA,Cat,Domestic Shorthair,3y 3m 5d,Black/,N,Y,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,F,Available,Cat Adoption Room G,,941010003708916,Cat,,4/25/2022 12:00:00 AM,,,Y,6/23/2025 3:36 PM,37.00,,06,6.75 pound,No,,0,No,,,,,279
  Cat Adoption Room G,Avg. LOS: 12,7,A0058787489,Anna,Cat,Domestic Longhair,2m 1d,Brown/Orange,N,N,Seized/Signed Over,F,Hold - Adopted!,Cat Adoption Room G,,941010002684799,Cat,,5/29/2025 12:00:00 AM,Tortoiseshell/,,Y,6/26/2025 9:36 AM,34.20,,07,2.25 pound,No,,0,No,,,,,279
  Cat Adoption Room H,Avg. LOS: 2,4,A0058965103,TINK,Cat,Domestic Longhair,3m 2d,Brown/,N,N,Stray/No Hold,M,Hold - Behavior,Cat Adoption Room H,,941010004207567,Cat,,4/28/2025 12:00:00 AM,Tabby/,,Y,7/28/2025 3:08 PM,2.00,medically cleared,01,3.00 pound,No,,0,No,,,,,279
  Cat Adoption Room H,Avg. LOS: 2,4,A0058965108,FAWN,Cat,Domestic Longhair,3m 2d,Brown/,N,N,Stray/No Hold,M,Hold - Surgery,Cat Adoption Room H,,941010004173373,Cat,,4/28/2025 12:00:00 AM,Tabby/,,N,7/28/2025 3:08 PM,2.00,,01,3.00 pound,No,,0,No,,,,,279
  Cat Adoption Room H,Avg. LOS: 2,4,A0046648430,KAYA,Cat,Domestic Shorthair,4y 10m 4d,Black/,N,Y,Owner/Guardian Surrender/Field,F,Available,Cat Adoption Room H,AVIANNA,982091062392921,Cat,,9/26/2020 12:00:00 AM,,,Y,7/28/2025 8:59 AM,2.30,,06,14.00 pound,No,,0,No,,,,,279
  Cat Adoption Room H,Avg. LOS: 2,4,A0046648434,LEILANI,Cat,Domestic Shorthair,4y 9m 15d,Black/White,N,Y,Owner/Guardian Surrender/Field,F,Available,Cat Adoption Room H,LEANI,982091062069954,Cat,,10/15/2020 12:00:00 AM,,,Y,7/28/2025 8:59 AM,2.30,,06,16.25 pound,No,,0,No,,,,,279
  Cat Behavior Room I,Avg. LOS: 13,6,A0058716470,MOOSE,Cat,Domestic Shorthair,2m 11d,Black/White,N,N,Stray/No Hold,M,Hold - Surgery,Cat Behavior Room I,,941010004168663,Cat,,5/19/2025 12:00:00 AM,,,N,6/16/2025 10:47 AM,44.20,,01,2.50 pound,No,,0,No,,,,,279
  Cat Behavior Room I,Avg. LOS: 13,6,A0058974161,,Cat,Domestic Shorthair,27d,Brown/White,N,N,Stray/No Hold,M,Hold - Foster,Cat Behavior Room I,,941010004174729,Cat,Mix,7/3/2025 12:00:00 AM,Tabby/,,N,7/24/2025 1:51 PM,6.00,,03,8.00 ounce,No,,0,No,,,,,279
  Cat Behavior Room I,Avg. LOS: 13,6,A0058974171,,Cat,Domestic Shorthair,27d,Grey/White,N,N,Stray/No Hold,M,Hold - Foster,Cat Behavior Room I,,941010004236098,Cat,Mix,7/3/2025 12:00:00 AM,Tabby/,,N,7/24/2025 1:51 PM,6.00,,03,8.00 ounce,No,,0,No,,,,,279
  Cat Behavior Room I,Avg. LOS: 13,6,A0058976690,PIP,Cat,Domestic Shorthair,8y 5d,Black/White,N,Y,Seized/Abandoned,M,Hold - Legal Notice,Cat Behavior Room I,,,Cat,,7/25/2017 12:00:00 AM,Tuxedo/,,Y,7/24/2025 5:05 PM,5.90,,05,9.50 pound,No,,0,No,,,,,279
  Cat Behavior Room I,Avg. LOS: 13,6,A0058976698,SOPH,Cat,Domestic Shorthair,6y 5d,Brown/White,N,Y,Seized/Abandoned,F,Hold - Legal Notice,Cat Behavior Room I,,,Cat,,7/25/2019 12:00:00 AM,Tabby/,,Y,7/24/2025 5:05 PM,5.90,,05,11.10 pound,No,,0,No,,,,,279
  Cat Behavior Room I,Avg. LOS: 13,6,A0058905758,Pugsly,Cat,Domestic Shorthair,2y 16d,Black/,N,Y,Owner/Guardian Surrender/Evaluation/Poss Adopt - OTC!,M,Available - ITFF Behavior,Cat Behavior Room I,,981020002609781,Cat,,7/14/2023 12:00:00 AM,,,Y,7/22/2025 10:01 AM,8.20,,08,10.25 pound,No,,0,No,,,,,279
  Cat Isolation 231,Avg. LOS: 32,5,A0058949657,Starla,Cat,Domestic Shorthair,2m 18d,Brown/White,N,N,Stray/No Hold,F,Hold - Surgery,Cat Isolation 231,,941010004377327,Cat,,5/12/2025 12:00:00 AM,Tabby/,,N,7/21/2025 12:45 PM,9.10,Needs spay,Cage 8,3.30 pound,No,,0,No,,,,,279
  Cat Isolation 231,Avg. LOS: 32,5,A0058762585,,Cat,Domestic Shorthair,2m 11d,Brown/,N,N,Stray/OTC,M,Hold - Surgery,Cat Isolation 231,,941010004212919,Cat,,5/19/2025 12:00:00 AM,Tabby/,,N,6/23/2025 8:19 AM,37.30,,Cage 9,3.75 pound,No,,0,No,,,,,279
  Cat Isolation 231,Avg. LOS: 32,5,A0058762583,,Cat,Domestic Shorthair,2m 11d,Brown/,N,N,Stray/OTC,F,Hold - Surgery,Cat Isolation 231,,941010003934650,Cat,,5/19/2025 12:00:00 AM,Tabby/,,N,6/23/2025 8:19 AM,37.30,,Cage 9,3.00 pound,No,,0,No,,,,,279
  Cat Isolation 231,Avg. LOS: 32,5,A0058762584,,Cat,Domestic Shorthair,2m 11d,Brown/,N,N,Stray/OTC,F,Hold - Surgery,Cat Isolation 231,,941010004228046,Cat,,5/19/2025 12:00:00 AM,Tabby/,,N,6/23/2025 8:19 AM,37.30,,Cage 9,2.75 pound,No,,0,No,,,,,279
  Cat Isolation 231,Avg. LOS: 32,5,A0058762586,,Cat,Domestic Shorthair,2m 11d,Brown/,N,N,Stray/OTC,F,Hold - Surgery,Cat Isolation 231,,941010003657474,Cat,,5/19/2025 12:00:00 AM,Tabby/,,N,6/23/2025 8:19 AM,37.30,,Cage 9,2.75 pound,No,,0,No,,,,,279
  Cat Isolation 234,Avg. LOS: 11,4,A0058950190,Charlie,Cat,Domestic Shorthair,3y 9d,Orange/White,N,N,Stray/OTC,M,Hold - Surgery,Cat Isolation 234,,,Cat,,7/21/2022 12:00:00 AM,Tabby/,,N,7/21/2025 1:25 PM,9.00,,Cage 1,8.30 pound,No,,0,No,,,,,279
  Cat Isolation 234,Avg. LOS: 11,4,A0058959677,Church,Cat,Domestic Shorthair,N/A,Blue/,N,N,Stray/OTC,U,Hold - Bite/Scratch,Cat Isolation 234,,,Cat,,,,,N,7/22/2025 3:40 PM,8.00,,Cage 2,,No,,0,No,,,,,279
  Cat Isolation 234,Avg. LOS: 11,4,A0058929019,TAYLOR,Cat,Domestic Shorthair,3y 13d,Brown/,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - FIELD!,F,Hold - Doc,Cat Isolation 234,,941010004182745,Cat,,7/17/2022 12:00:00 AM,Tabby/,,N,7/17/2025 2:15 PM,13.00,DOC RECHECK,Cage 5,4.00 pound,No,,0,No,,,,,279
  Cat Isolation 234,Avg. LOS: 11,4,A0058929038,MILA,Cat,Domestic Shorthair,5y 13d,Brown/Orange,N,N,Owner/Guardian Surrender/Evaluation/Poss Adopt - FIELD!,F,Hold - Doc,Cat Isolation 234,Milo,941010004189069,Cat,,7/17/2020 12:00:00 AM,Torbie/,,N,7/17/2025 2:15 PM,13.00,DOC RECHECK,Cage 5,3.50 pound,No,,0,No,,,,,279
  Cat Recovery,Avg. LOS: 74,1,A0058523296,TRIXIE,Cat,Domestic Longhair,3m 4d,Brown/,N,N,Stray/No Hold,F,Hold - Surgery,Cat Recovery,,941010003719657,Cat,,4/26/2025 12:00:00 AM,Tabby/,,N,5/17/2025 3:55 PM,74.00,ADOPTED,09,3.00 pound,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0059010863,,Cat,Domestic Shorthair,1m 5d,Black/White,N,N,Stray/No Hold,F,Hold - Doc,Cat Treatment,,,Cat,Mix,6/25/2025 12:00:00 AM,,,N,7/30/2025 12:53 PM,0.10,,01,,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0058679141,Philicity,Cat,Domestic Shorthair,2m 0d,Black/White,N,N,Stray/No Hold,F,Hold - Doc,Cat Treatment,,941010004208070,Cat,,5/31/2025 12:00:00 AM,,,N,6/10/2025 1:01 PM,50.00,Need bottle baby foster,01 - B,1.70 pound,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0058949644,TILTAWHIRL,Cat,Domestic Shorthair,3y 9d,Brown/White,N,N,Stray/Field,M,Hold - Surgery,Cat Treatment,,,Cat,,7/21/2022 12:00:00 AM,Tabby/,,N,7/21/2025 12:45 PM,9.10,neuter/rads/polyp check,02,9.90 pound,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0058959624,OTTER,Cat,Domestic Shorthair,2m 17d,Orange/,N,N,Stray/No Hold,M,Hold - Foster,Cat Treatment,,,Cat,,5/13/2025 12:00:00 AM,Tabby/,,N,7/22/2025 3:37 PM,8.00,,03 - A,3.50 pound,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0058636096,Luka,Cat,Domestic Shorthair,2m 23d,Black/,N,N,Stray/Abandoned/Dumped Off at SPCA,M,Hold - Doc,Cat Treatment,,941010004379749,Cat,,5/7/2025 12:00:00 AM,,,Y,6/4/2025 8:00 AM,56.30,DOC RECHECK,03 - B,2.50 pound,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0058982440,Peanut,Cat,Domestic Shorthair,2m 5d,Black/White,N,N,Stray/Field,F,Hold - Foster,Cat Treatment,,941010004200596,Cat,Mix,5/25/2025 12:00:00 AM,,,N,7/25/2025 3:03 PM,5.00,,04 - B,2.70 pound,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0058982457,Cashew,Cat,Domestic Shorthair,2m 5d,White/Tan,N,N,Stray/Field,M,Hold - Foster,Cat Treatment,,941010004400749,Cat,Mix,5/25/2025 12:00:00 AM,,,N,7/25/2025 3:03 PM,5.00,,04 - B,2.00 pound,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0058682110,,Cat,Domestic Shorthair,2m 3d,Tan/,N,N,Stray/No Hold,F,Hold - Doc,Cat Treatment,,941010004186565,Cat,,5/27/2025 12:00:00 AM,Tabby/,,N,6/10/2025 4:01 PM,49.90,,06 - B,1.75 pound,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0058992634,,Cat,Domestic Shorthair,1m 0d,Black/Orange,N,N,Stray/No Hold,F,Hold - Doc,Cat Treatment,,,Cat,Mix,6/30/2025 12:00:00 AM,Torbie/,,N,7/28/2025 8:17 AM,2.30,,A,12.00 ounce,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0059003765,CREPE,Cat,Domestic Shorthair,29d,Grey/White,N,N,Seized/Signed Over,M,Hold - Doc,Cat Treatment,,941010004175946,Cat,Mix,7/1/2025 12:00:00 AM,Tabby/,,N,7/29/2025 2:14 PM,1.00,,B,12.00 ounce,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0059003767,PANCAKE,Cat,Domestic Shorthair,29d,Black/White,N,N,Seized/Signed Over,F,Hold - Doc,Cat Treatment,,941010004191275,Cat,Mix,7/1/2025 12:00:00 AM,,,N,7/29/2025 2:14 PM,1.00,,B,1.00 pound,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0059003770,WAFFLE,Cat,Domestic Shorthair,29d,Black/White,N,N,Seized/Signed Over,F,Hold - Doc,Cat Treatment,,941010004240759,Cat,Mix,7/1/2025 12:00:00 AM,,,N,7/29/2025 2:14 PM,1.00,,B,1.00 pound,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0059000881,Jake,Cat,Domestic Shorthair,22d,Brown/,N,N,Seized/Signed Over,M,Hold - Doc,Cat Treatment,,941010004186829,Cat,Mix,7/8/2025 12:00:00 AM,Tabby/,,N,7/29/2025 10:42 AM,1.20,,C,8.50 ounce,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0059000890,John,Cat,Domestic Shorthair,22d,Grey/White,N,N,Seized/Signed Over,M,Hold - Doc,Cat Treatment,,,Cat,Mix,7/8/2025 12:00:00 AM,Tabby/,,N,7/29/2025 10:42 AM,1.20,,C,7.50 ounce,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0059000893,Ben,Cat,Domestic Shorthair,15d,White/Black,N,N,Seized/Signed Over,M,Hold - Doc,Cat Treatment,,941010004212271,Cat,Mix,7/15/2025 12:00:00 AM,,,N,7/29/2025 10:42 AM,1.20,,C,7.60 ounce,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0059000895,Amanda,Cat,Domestic Shorthair,22d,Grey/,N,N,Seized/Signed Over,F,Hold - Doc,Cat Treatment,,941010004187990,Cat,Mix,7/8/2025 12:00:00 AM,Tabby/,,N,7/29/2025 10:42 AM,1.20,,C,10.00 ounce,No,,0,No,,,,,279
  Cat Treatment,Avg. LOS: 12,17,A0058959452,Baby Jaguar,Cat,Domestic Shorthair,29d,Brown/,N,N,Stray/No Hold,F,Hold - Doc,Cat Treatment,PEANUT,,Cat,Mix,7/1/2025 12:00:00 AM,Tabby/,,N,7/22/2025 3:24 PM,8.00,help eating/bottle/syringe,G,6.00 ounce,No,,0,No,,,,,279
  Dental Area,Avg. LOS: 0,1,A0059008524,,Other,Ferret,N/A,Buff/Black,N,N,Seized/Hospital,M,Hold - Legal Notice,Dental Area,,,Mammal,Ferret,,,,Y,7/30/2025 9:46 AM,0.20,,Incubator,,No,,0,No,,,,,279
  Dog Adoptions A,Avg. LOS: 5,4,A0058981275,Kalise,Dog,"Terrier, Yorkshire",5y 14d,White/Tan,N,N,Transfer In/Buffalo City Animal Shelter,F,Hold - Surgery,Dog Adoptions A,,982091064552003,Dog,Mix,7/16/2020 12:00:00 AM,,,N,7/25/2025 1:34 PM,5.00,needs spay/dental,01,8.50 pound,No,,0,No,,,,,279
  Dog Adoptions A,Avg. LOS: 5,4,A0058981285,Livia,Dog,"Terrier, Pit Bull",9y 22d,Black/White,N,N,Transfer In/Buffalo City Animal Shelter,F,Hold - Surgery,Dog Adoptions A,,,Dog,Mix,7/8/2016 12:00:00 AM,,,N,7/25/2025 1:34 PM,5.00,needs spay/dental,05,49.80 pound,No,,0,No,,,,,279
  Dog Adoptions A,Avg. LOS: 5,4,A0058981307,TIPSY,Dog,"Terrier, Pit Bull",1y 7m 24d,Tan/White,N,N,Transfer In/Buffalo City Animal Shelter,F,Hold - Surgery,Dog Adoptions A,,,Dog,Mix,12/6/2023 12:00:00 AM,,,N,7/25/2025 1:34 PM,5.00,needs spay,07,57.25 pound,No,,0,No,,,,,279
  Dog Adoptions A,Avg. LOS: 5,4,A0058981296,Brody,Dog,"Terrier, Pit Bull",2y 3m 6d,Brown/White,N,N,Transfer In/Buffalo City Animal Shelter,M,Hold - Behavior Mod.,Dog Adoptions A,,941010004368730,Dog,Mix,4/24/2023 12:00:00 AM,,,Y,7/25/2025 1:34 PM,5.00,MED CLEAR,09,51.25 pound,No,,0,No,,,,,279
  Dog Adoptions B,Avg. LOS: 20,1,A0056617154,CE-CE,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",1y 10m 8d,Black/White,N,N,Seized/Signed Over,F,Available - ITFF Behavior,Dog Adoptions B,,900235001101414,Dog,Mix,9/22/2023 12:00:00 AM,,,Y,7/10/2025 10:53 AM,20.20,medically cleared,09,38.40 pound,No,,0,No,,,,,279
  Dog Holding E,Avg. LOS: 14,1,A0058917898,Zeus,Dog,"Mixed Breed, Large (over 44 lbs fully grown)",1y 14d,Tan/Black,N,N,Seized/Signed Over,M,Hold - Surgery,Dog Holding E,,,Dog,Mix,7/16/2024 12:00:00 AM,,,N,7/16/2025 12:19 PM,14.10,,12,53.20 pound,No,,0,No,,,,,279
  Dog Holding F,Avg. LOS: 1,1,A0059003848,Bella,Dog,"Mixed Breed, Small (under 24 lbs fully grown)",7y 1d,Tan/Black,N,U,Seized/Abandoned,F,Hold - Legal Notice,Dog Holding F,,941000022485267,Dog,Mix,7/29/2018 12:00:00 AM,,,Y,7/29/2025 2:20 PM,1.00,,04,10.00 pound,No,,0,No,,,,,279
  Farm,Avg. LOS: 2,1,A0058995198,,Bird,Goose,N/A,White/,N,N,Stray/Field,U,Hold - Stray,Farm,,,Farm Type Fowl,,,,8/2/2025 12:01 AM,N,7/28/2025 1:11 PM,2.00,,Stall #3,,No,,0,No,,,,,279
