textbox3,textbox16,textbox105,textbox18,textbox103,textbox9,textbox101,textbox11,textbox99,textbox14,textbox15,textbox55,textbox22,textbox156
"Tuesday, September 2, 2025",8/1/2025 12:00 AM,All,8/31/2025 11:59 PM,All,All,All,All,All,All,All,All,All,Completed

OperationType_1,textbox4,textbox72,AnimalNumber,AnimalName,Species,textbox30,textbox36,Gender,textbox46,textbox41,textbox44,OperationType,PetID,ARN,textbox50,textbox51,textbox52,textbox53,Altered,Size,SpayedNeutered,By,OperationSubType,DOA,ScheduleStatus,Textbox24,Textbox49,Assigned_To,Textbox61,textbox542
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058788889,Strudel,Rabbit,Californian/Rex,10m 16d,M,White/Black,N,8/11/2025 8:07 AM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Retention,False,Completed,8/11/2025 7:07 AM,8/11/2025 8:07 AM,AMBER BUCHHOLZ,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058788909,Fritter,Rabbit,Californian/Rex,10m 30d,M,Brown/Grey,N,8/25/2025 8:07 AM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Retention,False,Completed,8/25/2025 7:07 AM,8/25/2025 8:07 AM,AMBER BUCHHOLZ,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058788911,Truffles,Rabbit,Californian/Rex,10m 30d,M,Brown/Grey,N,8/25/2025 8:07 AM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Retention,False,Completed,8/25/2025 7:07 AM,8/25/2025 8:07 AM,AMBER BUCHHOLZ,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058788913,Chips,Rabbit,Californian/Rex,10m 30d,M,Brown/Grey,N,8/25/2025 8:07 AM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Retention,False,Completed,8/25/2025 7:07 AM,8/25/2025 8:07 AM,AMBER BUCHHOLZ,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058799537,Barbeque,Cat,Domestic Shorthair/Mix,10m 21d,M,Black,N,8/1/2025 8:03 AM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Stray,False,Completed,8/1/2025 7:03 AM,8/1/2025 8:03 AM,TAMMI COGSWELL,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058799543,Hot Dog,Cat,Domestic Longhair/Mix,10m 21d,M,Black,N,8/1/2025 8:03 AM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Stray,False,Completed,8/1/2025 7:03 AM,8/1/2025 8:03 AM,TAMMI COGSWELL,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058834525,Remy,Dog,"Bulldog, French/",1y 1m 25d,F,Sable,Y,8/29/2025 2:43 PM,Clinic,,,,Medium,Receiving/Receiving,Yes,No,,Y,SHANNONV,Medical Treatment,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058855239,Willow,Rabbit,Lion Head/,4m 19d,F,Black/White,N,8/26/2025 8:14 AM,Clinic,,Sprout,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Retention,False,Completed,8/26/2025 7:14 AM,8/26/2025 8:14 AM,SHANNON VOGT,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058855249,Cherry Blossom,Rabbit,Lion Head/,4m 19d,M,Tan/Grey,N,8/26/2025 8:14 AM,Clinic,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Retention,False,Completed,8/26/2025 7:14 AM,8/26/2025 8:14 AM,SHANNON VOGT,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058896954,Knucklehead,Cat,Domestic Shorthair/Mix,2y 14d,M,Orange,Y,8/1/2025 8:54 AM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Stray,False,Completed,8/1/2025 7:54 AM,8/1/2025 8:54 AM,AMBER BUCHHOLZ,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058913920,HU TAO,Cat,Domestic Shorthair/,3y 24d,F,Orange,Y,8/8/2025 1:54 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Medical Treatment,False,Completed,8/8/2025 12:54 PM,8/8/2025 1:54 PM,SHANNON VOGT,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058954842,Token,Cat,Domestic Shorthair/Mix,4y 25d,M,Black/White,N,8/22/2025 8:07 AM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Stray,False,Completed,8/22/2025 7:07 AM,8/22/2025 8:07 AM,Keara Cook,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058962835,Chanel,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",,F,Black/White,Y,8/29/2025 8:04 AM,Clinic,,,,Large,Receiving/Receiving,Yes,No,,Y,SHANNONV,Case - Outreach,False,Completed,8/29/2025 7:04 AM,8/29/2025 8:04 AM,SHANNON VOGT,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058962835,Chanel,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",,F,Black/White,Y,8/28/2025 8:10 AM,Clinic,,,,Large,Receiving/Receiving,Yes,No,,Y,SHANNONV,Case - Outreach,False,Completed,8/28/2025 8:05 AM,8/28/2025 8:10 AM,LAKE WARIS,5 minutes,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058981309,LADY,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",2y 22d,F,White/Tan,Y,8/7/2025 3:51 PM,Clinic,,,,Medium,Receiving/Receiving,Yes,No,,Y,SHANNONV,Medical Treatment,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058981309,LADY,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",2y 23d,F,White/Tan,Y,8/8/2025 12:13 PM,Clinic,,,,Medium,Receiving/Receiving,Yes,No,,Y,SHANNONV,Medical Treatment,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058994686,Puma,Cat,Domestic Shorthair/Mix,3y 0d,M,Brown/White,N,8/21/2025 8:31 AM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,MEGHANG,Outreach,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0058999734,Sky,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",2m 27d,M,Brown/White,Y,8/25/2025 2:08 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Medical Treatment,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059012299,MISTY,Cat,Domestic Shorthair/Mix,3m 11d,F,Brown/White,Y,8/18/2025 9:02 AM,Clinic,,ABIGAIL,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Medical Treatment,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059012299,MISTY,Cat,Domestic Shorthair/Mix,3m 6d,F,Brown/White,Y,8/13/2025 8:15 AM,Clinic,,ABIGAIL,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,Medical Treatment,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059020425,Versace,Cat,Domestic Longhair/Mix,2y 22d,M,Brown/White,N,8/22/2025 8:09 AM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Stray,False,Completed,8/22/2025 7:09 AM,8/22/2025 8:09 AM,Keara Cook,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059024504,Luna,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",2y 6m 17d,F,Black,N,8/14/2025 8:19 AM,Clinic,,,,Large,Receiving/Receiving,Yes,No,,Y,SHANNONV,Outreach,False,Completed,8/14/2025 7:19 AM,8/14/2025 8:19 AM,LAKE WARIS,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059024506,Thor,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",9y 13d,M,Tan,N,8/14/2025 8:19 AM,Clinic,,,,Large,Receiving/Receiving,Yes,No,,Y,SHANNONV,Outreach,False,Completed,8/14/2025 7:19 AM,8/14/2025 8:19 AM,LAKE WARIS,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059027461,,Cat,Domestic Shorthair/Mix,6m 0d,F,"White/Black/
Orange",N,8/1/2025 1:58 PM,Clinic,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Stray,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059029705,RILEY,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",3y 15d,F,Sable,Y,8/16/2025 11:56 AM,Clinic,,RICE CAKE,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Medical Treatment,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059045442,Bruno,Dog,"Mixed Breed, Small (under 24 lbs fully grown)/Mix",3y 14d,M,Black,Y,8/19/2025 2:51 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Medical Treatment,False,Completed,8/19/2025 1:51 PM,8/19/2025 2:51 PM,SHANNON VOGT,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059054979,Raci,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",6y 1d,F,Brindle,N,8/7/2025 9:13 AM,Clinic,,,,Large,Receiving/Receiving,Yes,No,,Y,SHANNONV,Medical Treatment,False,Completed,8/7/2025 8:13 AM,8/7/2025 9:13 AM,Ashley Dittrich,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059056265,Carmine,Cat,Domestic Medium Hair/Mix,6y 0d,M,Black/White,U,8/15/2025 2:05 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Stray,False,Completed,8/15/2025 1:05 PM,8/15/2025 2:05 PM,Ashley Dittrich,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059067064,Blancha,Cat,Domestic Shorthair/Mix,5m 20d,F,Black,N,8/7/2025 3:44 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Outreach,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059084350,,Cat,Domestic Longhair/Mix,1m 12d,F,Brown,N,8/11/2025 10:30 AM,Clinic,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Stray,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059086422,MERLIN,Cat,Domestic Longhair/,8y 0d,M,Black,Y,8/11/2025 1:28 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Medical Treatment,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059100039,LITTLE GIRL,Cat,Domestic Shorthair/,2y 0d,F,Brown/White,N,8/13/2025 9:50 AM,Clinic,,,,Small,Receiving/Receiving,No,No,,N,KEARAC,Retention,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059116430,,Cat,Domestic Shorthair/,3y 0d,M,Black/White,U,8/18/2025 10:59 AM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Stray,False,Completed,8/18/2025 9:59 AM,8/18/2025 10:59 AM,TAMMI COGSWELL,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059117289,CHLOE,Cat,Domestic Shorthair/Mix,2y 0d,F,Brown,N,8/19/2025 8:10 AM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Stray,False,Completed,8/19/2025 7:10 AM,8/19/2025 8:10 AM,TAMMI COGSWELL,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059189192,Smokey,Cat,Domestic Shorthair/Bengal,9m 0d,F,Brown,N,8/18/2025 12:59 PM,Clinic,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Stray,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059190604,MALA,Cat,Domestic Longhair/,5y 0d,F,Brown/Orange,N,8/18/2025 2:47 PM,Clinic,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Medical Treatment,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059197665,,Cat,Domestic Shorthair/Mix,2y 0d,F,Black,N,8/19/2025 1:53 PM,Clinic,,,,Small,Receiving/Receiving,No,No,,N,ASHLEYD,Medical Treatment,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059197894,SNOWBALL,Cat,Domestic Shorthair/Mix,,F,Black/Orange,Y,8/19/2025 2:06 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,AMYJ,Outreach,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059197908,BUTTER,Cat,Domestic Shorthair/Mix,6m 0d,F,Grey/Orange,Y,8/19/2025 2:06 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,AMYJ,Outreach,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059197928,COYOTE,Cat,Domestic Shorthair/Mix,6m 0d,M,Brown,Y,8/19/2025 2:06 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,AMYJ,Outreach,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059197944,SMOKEY,Cat,Domestic Shorthair/Mix,,M,Black/White,Y,8/19/2025 2:06 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,AMYJ,Outreach,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059197965,TIGER,Cat,Domestic Shorthair/Mix,5y 0d,F,White/Orange,Y,8/19/2025 2:06 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,AMYJ,Outreach,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059197994,CODY,Cat,Domestic Shorthair/Mix,6m 0d,M,Grey,Y,8/19/2025 2:06 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,AMYJ,Outreach,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059198007,'LIL MAN,Cat,Domestic Shorthair/Mix,9m 0d,M,Orange,Y,8/19/2025 2:06 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,AMYJ,Outreach,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059198020,IGGY,Cat,Domestic Shorthair/Mix,9m 0d,F,Grey,Y,8/19/2025 2:06 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,AMYJ,Outreach,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059198771,Domino,Cat,Domestic Shorthair/Mix,,F,White,N,8/19/2025 2:58 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Outreach,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059198782,Felix,Cat,Domestic Shorthair/Mix,,M,Black/Brown,N,8/19/2025 2:58 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Outreach,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059210139,Luna,Cat,Domestic Shorthair/Mix,1y 0d,F,Grey/White,Y,8/27/2025 9:57 AM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Stray,False,Completed,8/27/2025 8:57 AM,8/27/2025 9:57 AM,SHANNON VOGT,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059213469,Shadow,Cat,Domestic Longhair/Mix,,M,Black,N,8/29/2025 2:27 PM,Clinic,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Medical Treatment,False,Completed,8/29/2025 1:27 PM,8/29/2025 2:27 PM,SHANNON VOGT,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059213481,Luka,Cat,Domestic Longhair/Mix,10y 0d,M,Black,N,8/29/2025 2:27 PM,Clinic,,,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Medical Treatment,False,Completed,8/29/2025 1:27 PM,8/29/2025 2:27 PM,SHANNON VOGT,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059225328,Luna,Cat,Domestic Shorthair/Mix,10m 0d,F,Brown/White,N,8/23/2025 12:57 PM,Clinic,,,,Small,Receiving/Receiving,No,No,,N,ASHLEYD,Stray,False,Completed,8/23/2025 11:57 AM,8/23/2025 12:57 PM,Ashley Dittrich,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059232105,,Cat,Domestic Shorthair/Mix,1y 0d,M,Brown/White,N,8/27/2025 11:19 AM,Clinic,,,,Small,Receiving/Receiving,No,No,,N,SHANNONV,Stray,False,Completed,8/27/2025 10:49 AM,8/27/2025 11:19 AM,TAMMI COGSWELL,30 minutes,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059247888,,Cat,Domestic Shorthair/Mix,1y 0d,F,Brown/Orange,N,8/27/2025 11:10 AM,Clinic,,,,Small,Receiving/Receiving,No,No,,N,ASHLEYD,Stray,False,,,,,,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059255015,,Cat,Domestic Longhair/Mix,2y 0d,F,Black/White,N,8/28/2025 1:11 PM,Clinic,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Stray,False,Completed,8/28/2025 12:11 PM,8/28/2025 1:11 PM,SHANNON VOGT,1 hour ,580
Clinic,Total Intakes: 65,Total Unique Animals: 62,A0059269275,,Cat,Domestic Shorthair/Mix,5m 28d,F,Black/Orange,N,8/30/2025 12:13 PM,Clinic,,,,Small,Receiving/Receiving,No,No,,N,TAMMIC,Stray,False,Completed,8/30/2025 11:13 AM,8/30/2025 12:13 PM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0019918650,NAVARRO,Dog,"Pomeranian/Chihuahua, Long Coat",12y 7m 27d,M,Black/White,Y,8/14/2025 9:00 AM,Owner/Guardian Surrender,,$300 PUPPY MILL,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Euthanasia Request - OTC!,False,Completed,8/14/2025 8:00 AM,8/14/2025 9:00 AM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0022043558,LEO,Cat,Domestic Shorthair/Mix,14y 6m 12d,M,Tan/White,Y,8/25/2025 9:39 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/25/2025 8:39 AM,8/25/2025 9:39 AM,TAMMI COGSWELL,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0046669491,PANDA,Cat,Domestic Shorthair/,5y 1m 4d,F,Black/White,Y,8/23/2025 2:38 PM,Owner/Guardian Surrender,,8,,Small,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0056051140,MAJOR,Dog,Chinese Shar-Pei/,4y 2m 19d,M,Tan,Y,8/22/2025 1:50 PM,Owner/Guardian Surrender,,,,Large,Receiving/Receiving,Yes,No,,Y,SHANNONV,Euthanasia Request - OTC!,False,Completed,8/22/2025 12:50 PM,8/22/2025 1:50 PM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0056168108,SNOOPY,Dog,"Terrier, American Pit Bull/Mix",1y 6m 19d,M,White/Black,N,8/6/2025 7:43 AM,Owner/Guardian Surrender,,,,Medium,Receiving/Receiving,Yes,No,,Y,NICOLEA,Guardian Surrender - FIELD!,False,Completed,8/6/2025 4:43 AM,8/6/2025 7:43 AM,Ashley Dittrich,3 hours ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0056168108,SNOOPY,Dog,"Terrier, American Pit Bull/Mix",1y 7m 11d,M,White/Black,Y,8/29/2025 8:47 AM,Owner/Guardian Surrender,,,,Medium,Dog Holding F/07,Yes,No,,Y,SHANNONV,Evaluation/Poss Adopt - OTC!,False,Completed,8/29/2025 7:47 AM,8/29/2025 8:47 AM,Natalia DiRienzo,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0056174456,TIGOR,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",1y 6m 29d,M,Brindle,N,8/6/2025 1:09 PM,Owner/Guardian Surrender,,,,Medium,Receiving/Receiving,Yes,No,,Y,ASHLEYD,Evaluation/Poss Adopt - FIELD!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0057254477,GREY,Cat,Domestic Shorthair/,3y 9m 0d,M,Blue/White,N,8/11/2025 11:30 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,KEARAC,OTC,False,Completed,8/11/2025 10:30 AM,8/11/2025 11:30 AM,Ashley Dittrich,1 hour ,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0057372301,Chloe,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",10m 23d,F,Black/Tan,Y,8/30/2025 11:17 AM,Owner/Guardian Surrender,,Cinder,,Small,Receiving/Receiving,Yes,No,,Y,TAMMIC,Euthanasia Request - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0057710671,DUKE,Dog,"Mixed Breed, Large (over 44 lbs fully grown)/Mix",2y 6m 20d,M,White/Grey,N,8/13/2025 2:09 PM,Owner/Guardian Surrender,,,,Large,Receiving/Receiving,Yes,No,,Y,KEARAC,Evaluation/Poss Adopt - OTC!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0058825550,WAVE,Cat,Domestic Shorthair/,3y 0d,F,Blue,N,8/7/2025 9:51 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,NICOLEA,Evaluation/Poss Adopt - FIELD!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0058825557,,Cat,Domestic Shorthair/,1m 4d,F,Black,N,8/7/2025 9:51 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Evaluation/Poss Adopt - FIELD!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0058825574,,Cat,Domestic Shorthair/,1m 4d,F,Grey,N,8/7/2025 9:51 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,No,No,,N,NICOLEA,Evaluation/Poss Adopt - FIELD!,False,,,,,,580
Owner/Guardian Surrender,Total Intakes: 166,Total Unique Animals: 163,A0059012295,PLAY DOH,Cat,Domestic Shorthair/Mix,4m 0d,M,Grey,N,8/7/2025 11:17 AM,Owner/Guardian Surrender,,,,Small,Receiving/Receiving,Yes,No,,Y,SHANNONV,Evaluation/Poss Adopt - OTC!,False,Completed,8/7/2025 10:17 AM,8/7/2025 11:17 AM,TAMMI COGSWELL,1 hour ,580
